KODE_KL,NAMA_KL,KODE_KPKNL,NAMA_KPKNL,KODE_SATKER,NAMA_SATKER,KODE_SUB_SATKER,NAMA_SUB_SATKER,KELOMPOK,SUB_KELOMPOK,KODE_BARANG,NAMA_BARANG,NUP,NO_KIB,TANGGAL_PEROLEHAN,TGL_REKAM_PERTAMA,NILAI_PEROLEHAN_PERTAMA,NILAI_MUTASI,NILAI_PEROLEHAN,NILAI_PENYUSUTAN,NILAI_BUKU,KONDISI,MERK,KUANTITAS,JUMLAH_FOTO,JUMLAH_KIB,NO_DANA,TGL_DANA,DARI,ASL_PERLH,TGL_PERLH,NO_PSP,TGL_PSP,STATUS_PENGELOLAAN,THN_RAKIT,THN_BUAT,NEGARA,DAYA_ANGKUT,BOBOT,DAYA_MESIN,MESIN_PENGGERAK,JLH_MESIN,BHN_BAKAR,NO_MESIN,NO_RANGKA,NO_BPKB,NO_POLISI,TGL_BERLAKU_MULAI,TGL_BERLAKU_SD,NO_SIP,TGL_SIP,NIP_PEMAKAI,NAMA_PEMAKAI,NO_KTP_PEMAKAI,TEMPAT_LAHIR_PEMAKAI,TGL_LAHIR_PEMAKAI,GOL_PEMAKAI,JAB_PEMAKAI,JAB_FUNG_PEMAKAI,TMT_JAB_PEMAKAI,TGL_PENSIUN_PEMAKAI,STATUS_PENGGUNAAN,JENIS_PENGGUNA,KD_SATKER_PENGGUNA,UR_SATKER_PENGGUNA,ALAMAT_SATKER_PENGGUNA,TGL_TARIK
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,83c7b7f65e6b54b0ff62a67caa6c71fe020a56acd802a0d370fc8cafa7b32a31,b6763d65a33e99d44d3aa8a8344e6129f7643b7ce873c0fc45e64d81e088b2b5,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,ALAT ANGKUTAN DARAT BERMOTOR,KENDARAAN DINAS BERMOTOR PERORANGAN,3020101001,Sedan,2,2,2015-07-28,2018-02-15,512000000,0,512000000,438857143,73142857,Baik,TOYOTA CAMRY 2.5G AT,1,1,0.0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,,102 (Transfer Masuk),APBN 2015,2015-07-28,ba8da7c8dda07f2a2816ff1321b59b63064288a6fc595753ba1a8ce7e24a6b2a,2019-09-17,,,,,,,,,,,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,6342c102114c1f4ffb3034f34f8ed489e1591f3a6fa536c646d358c58b797db4,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,Digunakan sendiri untuk dinas jabatan,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,N
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,83c7b7f65e6b54b0ff62a67caa6c71fe020a56acd802a0d370fc8cafa7b32a31,b6763d65a33e99d44d3aa8a8344e6129f7643b7ce873c0fc45e64d81e088b2b5,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,ALAT ANGKUTAN DARAT BERMOTOR,KENDARAAN BERMOTOR BERODA DUA,3020104001,Sepeda Motor,9,9,2015-09-01,2018-02-15,16464400,0,16464400,14112343,2352057,Baik,Honda,1,1,0.0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,,102 (Transfer Masuk),APBN 2015,2015-09-01,ba8da7c8dda07f2a2816ff1321b59b63064288a6fc595753ba1a8ce7e24a6b2a,2019-09-17,,,,,,,,,,,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,8e58c5ed43af82766cc8c214ba2e5808228203e4a262a2eccf4532fc94e86b9a,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,Digunakan sendiri untuk operasional,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,N
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,83c7b7f65e6b54b0ff62a67caa6c71fe020a56acd802a0d370fc8cafa7b32a31,b6763d65a33e99d44d3aa8a8344e6129f7643b7ce873c0fc45e64d81e088b2b5,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,ALAT ANGKUTAN DARAT BERMOTOR,KENDARAAN BERMOTOR PENUMPANG,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),62,62,2015-06-12,2020-12-31,259000000,0,259000000,240500000,18500000,Baik,FORD,1,0,,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,,100 (Saldo Awal),APBN 2015,2015-06-12,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,,,,,,,,0.0,,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,Digunakan sendiri untuk operasional,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,N
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,83c7b7f65e6b54b0ff62a67caa6c71fe020a56acd802a0d370fc8cafa7b32a31,b6763d65a33e99d44d3aa8a8344e6129f7643b7ce873c0fc45e64d81e088b2b5,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,ALAT ANGKUTAN DARAT BERMOTOR,KENDARAAN BERMOTOR PENUMPANG,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),22,22,2015-09-01,2015-09-28,209950000,0,209950000,179957143,29992857,Baik,Honda Mobilio,1,1,0.0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,,101 (Pembelian),APBN,2015-09-01,ba8da7c8dda07f2a2816ff1321b59b63064288a6fc595753ba1a8ce7e24a6b2a,2019-09-17,,,2015.0,JEPANG,4,,01496,,1.0,BENSIN,538557c9b41fa96c127e3a27c60018425781e04593387d909249e4a092076af7,58f3de851248f8d1ef42072f2de3abd7fa3a44e1e35c59a429e0b1e68fcd36a1,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,bd6f4ba9cb895dc02245129a48564e44f32442c8ac0d3dedea641c50800db1ee,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,Digunakan sendiri untuk operasional,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,N
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,83c7b7f65e6b54b0ff62a67caa6c71fe020a56acd802a0d370fc8cafa7b32a31,b6763d65a33e99d44d3aa8a8344e6129f7643b7ce873c0fc45e64d81e088b2b5,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,ALAT ANGKUTAN DARAT BERMOTOR,KENDARAAN BERMOTOR PENUMPANG,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),3,3,2015-09-01,2015-09-28,392290000,0,392290000,336248571,56041429,Baik,Honda CRV,1,1,0.0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,,101 (Pembelian),APBN,2015-09-01,ba8da7c8dda07f2a2816ff1321b59b63064288a6fc595753ba1a8ce7e24a6b2a,2019-09-17,,,2015.0,JEPANG,4,,01997,,1.0,BENSIN,b6d587c5abea596a19626f964a46375918c6096cfda60251d96876adbf99f59d,92474082dc1745c667d1b657b49d73cfb7aaa1bb9cc23c995b79b6519be87e03,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,5678869cc2300042f188f037bb890aa174c662d72aaf6ab3628cd45124bb4b96,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,Digunakan sendiri untuk operasional,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,N
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,83c7b7f65e6b54b0ff62a67caa6c71fe020a56acd802a0d370fc8cafa7b32a31,b6763d65a33e99d44d3aa8a8344e6129f7643b7ce873c0fc45e64d81e088b2b5,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,ALAT ANGKUTAN DARAT BERMOTOR,KENDARAAN BERMOTOR PENUMPANG,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),33,33,2015-09-01,2015-09-28,229860000,0,229860000,197022857,32837143,Baik,TOYOTA NEW RUSH,1,1,0.0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,,101 (Pembelian),APBN,2015-09-01,ba8da7c8dda07f2a2816ff1321b59b63064288a6fc595753ba1a8ce7e24a6b2a,2019-09-17,,,2015.0,JEPANG,4,,01495,,1.0,BENSIN,36304007fb5069fc7651126fd92cf31714c2d58093ec333552bf8b41c102588f,b91f0009fe5e3e5841a27746d1eebf7754500388868173deadc6c32101b15aa0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,a2a07e827908707aaefde754cdbaf6f0a39946f3ce4a8b851ac1fb934527270f,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,Digunakan sendiri untuk operasional,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,N
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,83c7b7f65e6b54b0ff62a67caa6c71fe020a56acd802a0d370fc8cafa7b32a31,b6763d65a33e99d44d3aa8a8344e6129f7643b7ce873c0fc45e64d81e088b2b5,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,ALAT ANGKUTAN DARAT BERMOTOR,KENDARAAN BERMOTOR BERODA DUA,3020104001,Sepeda Motor,18,18,2015-09-01,2018-02-15,15423500,0,15423500,13220143,2203357,Baik,Honda,1,1,0.0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,,102 (Transfer Masuk),APBN 2015,2015-09-01,ba8da7c8dda07f2a2816ff1321b59b63064288a6fc595753ba1a8ce7e24a6b2a,2019-09-17,,,,,,,,,,,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,291cbf5ade8baff2a85999194d0c4596e0df508cfc2c0682b7d2725f70babc50,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,Digunakan sendiri untuk operasional,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,N
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,83c7b7f65e6b54b0ff62a67caa6c71fe020a56acd802a0d370fc8cafa7b32a31,b6763d65a33e99d44d3aa8a8344e6129f7643b7ce873c0fc45e64d81e088b2b5,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,ALAT ANGKUTAN DARAT BERMOTOR,KENDARAAN DINAS BERMOTOR PERORANGAN,3020101001,Sedan,13,13,2015-07-28,2018-02-15,409830000,0,409830000,351282857,58547143,Baik,TOYOTA COROLA ALTIS 1.8V AT,1,1,0.0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,,102 (Transfer Masuk),APBN 2015,2015-07-28,ba8da7c8dda07f2a2816ff1321b59b63064288a6fc595753ba1a8ce7e24a6b2a,2019-09-17,,2015,2015.0,Jepang,,,,,0.0,Bensin,56639d10f445425f0a6b91b311a2f446f7123139bec285f1678e83cd680e23a5,174f033fe818126431ace3bd9eaabd291d7d3bdb4b7db133cbc679268db98cb4,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,fb23d958221f13cdf619d2217bc66d2b5cf5b4e2e0f0645ed32c18ec4f793a23,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,Digunakan sendiri untuk dinas jabatan,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,N
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,83c7b7f65e6b54b0ff62a67caa6c71fe020a56acd802a0d370fc8cafa7b32a31,b6763d65a33e99d44d3aa8a8344e6129f7643b7ce873c0fc45e64d81e088b2b5,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,ALAT ANGKUTAN DARAT BERMOTOR,KENDARAAN BERMOTOR PENUMPANG,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),18,18,2015-09-01,2015-09-28,392290000,0,392290000,336248571,56041429,Baik,Honda CRV,1,1,0.0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,,101 (Pembelian),APBN,2015-09-01,ba8da7c8dda07f2a2816ff1321b59b63064288a6fc595753ba1a8ce7e24a6b2a,2019-09-17,,,2015.0,JEPANG,4,,01997,,1.0,BENSIN,b15ddeea857296ccd397226ca57a2aa2b5eb35bc5b9e964e9b1777a695b0f778,483f3168875b5753696d1dc56679cae025ab88f9ea4fb6c5dac66b5d140845ee,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,0128ae71ee461df49e1d9d67fe9965dea1fea2a46b7f04cd454a503c9dcb8878,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,Digunakan sendiri untuk operasional,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,N
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,83c7b7f65e6b54b0ff62a67caa6c71fe020a56acd802a0d370fc8cafa7b32a31,b6763d65a33e99d44d3aa8a8344e6129f7643b7ce873c0fc45e64d81e088b2b5,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,ALAT ANGKUTAN DARAT BERMOTOR,KENDARAAN DINAS BERMOTOR PERORANGAN,3020101001,Sedan,6,6,2015-07-28,2018-02-15,512000000,0,512000000,438857143,73142857,Baik,TOYOTA CAMRY 2.5G AT,1,1,0.0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,,102 (Transfer Masuk),APBN 2015,2015-07-28,ba8da7c8dda07f2a2816ff1321b59b63064288a6fc595753ba1a8ce7e24a6b2a,2019-09-17,,,,,,,,,,,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,987149a96e6f1511587f5fa3b4e9d6ef0f8f4a4dab221b6afc38f5b6d49697aa,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,Digunakan sendiri untuk dinas jabatan,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,N
